,name,sector,location,rating,reviews,jobs
7360,Arabian Fal,Oil & Gas ,Ras Tanura +16 other locations,2.9,151,--
7361,Accentuate Technology,IT Services & Consulting ,Bengaluru +12 other locations,4.0,151,--
7362,Rajasthan Aushdhalaya,Pharma ,Mumbai +25 other locations,3.5,151,1
7363,Alcatel-Lucent,Telecom ,Bengaluru +24 other locations,4.3,151,--
7364,Casino Air Caterers & Flight Services,Facility Management Services ,Kochi +19 other locations,4.1,151,3
7365,GIRDHARI LAL CONSTRUCTIONS,Engineering & Construction ,New Delhi +25 other locations,3.9,151,2
7366,Java R & D,IT Services & Consulting ,Bhopal +7 other locations,2.7,151,4
7367,Intelux Electronics,Electronics Manufacturing ,Pune +13 other locations,4.1,151,5
7368,CapGrid Solutions,Internet ,Gurugram +16 other locations,3.8,151,1
7369,Brickwork Ratings,Financial Services ,Bengaluru +22 other locations,3.4,151,73
7370,Oerlikon Graziano Transmission,Industrial Machinery ,Ahmedabad +12 other locations,4.3,150,--
7371,University of Engineering and Management,Education & Training ,Kolkata +16 other locations,4.6,151,--
7372,Pace Power Systems,Electrical Equipment ,Bengaluru +39 other locations,3.5,151,--
7373,Global Trade Plaza,Internet ,Kanpur +4 other locations,4.8,151,4
7374,Meil Anpara Power,Sonbhadra +10 other locations,,3.9,151,--
7375,Xcaliber Infotech,IT Services & Consulting ,Pune +4 other locations,3.1,151,--
7376,Sony Pictures Networks,Mumbai +19 other locations,,3.6,151,--
7377,Pioneer Wincon,Power ,Chennai +17 other locations,4.4,151,1
7378,Community Health Center,Healthcare ,Lucknow +73 other locations,4.3,151,--
7379,Planit Testing India,IT Services & Consulting ,Hyderabad +5 other locations,3.2,151,32
7380,Pace Power Systems,Electrical Equipment ,Bengaluru +39 other locations,3.5,151,--
7381,Global Trade Plaza,Internet ,Kanpur +4 other locations,4.8,151,4
7382,Xcaliber Infotech,IT Services & Consulting ,Pune +4 other locations,3.1,151,--
7383,Casino Air Caterers & Flight Services,Facility Management Services ,Kochi +19 other locations,4.1,151,3
7384,Frost & Sullivan,Management Consulting ,Chennai +8 other locations,3.0,151,--
7385,Samvardhana Motherson Auto Component,Electrical Equipment ,Chennai +15 other locations,3.8,151,--
7386,Ayu Health Hospitals,Healthcare ,Bengaluru +8 other locations,3.5,151,--
7387,Log 9 Materials Scientific,Emerging Technologies ,Bengaluru +10 other locations,3.3,151,19
7388,Kirtane & Pandit,Accounting & Auditing ,Pune +11 other locations,3.6,151,12
7389,Sobha Constructions,Engineering & Construction ,Bengaluru +14 other locations,3.5,151,--
7390,98thPercentile,EdTech ,Hyderabad +5 other locations,4.0,151,--
7391,Dr D Y Patil Medical College,Healthcare ,Pune +7 other locations,4.1,151,1
7392,DRYCHEM SOLUTIONS,Building Material ,Mumbai +18 other locations,3.9,151,--
7393,Magnum Group,BPO ,Bhopal +11 other locations,3.2,151,4
7394,P.N. International,Import & Export ,Lucknow +8 other locations,4.0,151,--
7395,Horizontal Integration,IT Services & Consulting ,Bengaluru +11 other locations,3.5,151,18
7396,Specsmakers Opticians,Retail ,Chennai +19 other locations,3.6,151,17
7397,ADINATH MOTORS,New Delhi +81 other locations,,3.7,151,3
7398,SP Apparels,Fashion & Textile ,Coimbatore +19 other locations,4.0,151,--
7399,Dream Plast India,Industrial Machinery ,Pune +6 other locations,3.7,151,--
7400,Batra Hospital,Healthcare ,New Delhi +7 other locations,3.7,151,22
7401,HomeShop18,Internet ,Noida +14 other locations,4.0,151,1
7402,Shri Mahant Indiresh Hospital,Healthcare ,Dehradun +7 other locations,3.3,151,18
7403,PerkinElmer,Pharma ,Mumbai +18 other locations,4.2,151,27
7404,Advaith Motors,Automobile ,Bengaluru +11 other locations,4.2,151,2
7405,Shri Kshetra Dharmasthala Rural Development Project,Bengaluru +49 other locations,,4.0,151,--
7406,Space Matrix Design Consultants,Architecture & Interior Design ,Bengaluru +10 other locations,3.6,151,37
7407,Kaseya Software,Software Product ,Bengaluru +4 other locations,3.3,151,29
7408,Rabindranath Tagore International Institute of Cardiac Sciences,Healthcare ,Kolkata +8 other locations,3.8,151,--
7409,Tarento Technologies,IT Services & Consulting ,Bengaluru +5 other locations,3.8,151,78
7410,Scymes Services,IT Services & Consulting ,Mumbai +11 other locations,3.5,151,12
7411,Amp Motors,Automobile ,Gurugram +13 other locations,3.9,151,--
7412,Dedicated Freight Corridor Corporation Of India,Government ,New Delhi +35 other locations,4.0,151,4
7413,Virtuoso,Industrial Automation ,Pune +5 other locations,3.6,151,6
7414,CignaTTk Health Insurance,Insurance ,Mumbai +41 other locations,3.8,150,--
7415,Great White Global,Electrical Equipment ,Mumbai +30 other locations,3.9,150,15
7416,Shobhit Mediworld,Lucknow +20 other locations,,3.9,150,4
7417,More Mega Store,Retail ,Bengaluru +33 other locations,4.2,150,--
7418,SunTec Business Solutions,IT Services & Consulting ,Thiruvananthapuram +10 other locations,3.0,150,4
7419,MRI Software,Software Product ,Bengaluru +7 other locations,3.2,150,8
7420,Hykon,Electronics Manufacturing ,Thrissur +14 other locations,4.4,150,16
7421,SysArc Infomatix,FinTech ,Chennai +5 other locations,3.5,150,3
7422,Solaris Chemtech,Chemicals ,Bhuj +13 other locations,4.5,150,--
7423,The Calcutta Medical Research Institute,Healthcare ,Kolkata +5 other locations,3.9,150,11
7424,Kearney,Management Consulting ,Gurugram +8 other locations,3.1,150,6
7425,IndiaLends,Financial Services ,Gurugram +4 other locations,3.3,150,--
7426,ETV Bharat,Broadcasting ,Hyderabad +6 other locations,4.0,150,--
7427,ATC (Assam),Logistics ,Hosur +44 other locations,4.1,148,--
7428,J&F,Engineering & Construction ,Chennai +5 other locations,3.6,150,--
7429,Veeraraghavan & Company,Accounting & Auditing ,Mumbai +22 other locations,3.0,150,--
7430,Swastik Infralogics Private Limited,Engineering & Construction ,Mumbai +23 other locations,3.8,150,3
7431,Astute Corporate Services,Other ,Pune +24 other locations,3.2,150,2
7432,Million Minds Management Services,Recruitment ,New Delhi +39 other locations,3.5,150,--
7433,Icomm Tele,Telecom ,Hyderabad +15 other locations,4.1,150,6
7434,Hestabit Technologies,IT Services & Consulting ,Noida +4 other locations,3.8,150,4
7435,Rozana Rural Commerce Private Limited,Internet ,New Delhi +16 other locations,3.2,150,2
7436,OakNorth,Banking ,Gurugram +5 other locations,2.7,150,30
7437,Agility E Services,IT Services & Consulting ,Hyderabad +2 other locations,3.7,150,--
7438,DIC India,Chemicals ,Noida +15 other locations,3.7,150,7
7439,SAI Consulting Engineers,Engineering & Construction ,Ahmedabad +33 other locations,4.2,150,--
7440,KHD Humboldt Wedag,Industrial Machinery ,New Delhi +6 other locations,4.2,150,--
7441,Oerlikon Balzers,Metals & Mining ,Pune +17 other locations,3.7,150,8
7442,T&N Business Services,Recruitment ,Aligarh +8 other locations,4.7,150,115
7443,Progility Technologies,IT Services & Consulting ,Mumbai +25 other locations,3.5,150,9
7444,Sarvatra Technologies,IT Services & Consulting ,Pune +10 other locations,4.3,150,10
7445,Uttam Strips,Iron & Steel ,Bhiwadi +10 other locations,3.3,150,8
7446,ARDEE INDUSTRIES LIMITED,Metals & Mining ,New Delhi +12 other locations,4.1,150,9
7447,Ocl Iron & Steel,Iron & Steel ,Rourkela +16 other locations,3.6,150,--
7448,Toll Group,Logistics ,Pune +18 other locations,3.9,150,18
7449,Geodis Overseas,Logistics ,Chennai +14 other locations,3.3,150,8
7450,Paperpedia,EdTech ,Kolkata +7 other locations,1.9,150,--
7451,FMI Automotive Components,Auto Components ,Gurugram +4 other locations,4.1,150,5
7452,Bhilai Iron And Steel Processing Company,Iron & Steel ,Bhilai Nagar +10 other locations,3.9,150,--
7453,Stanadyne India,Auto Components ,Chennai +9 other locations,3.9,150,--
7454,Mcpi,Chemicals ,Haldia +5 other locations,4.3,150,--
7455,Ritco Logistics,Logistics ,Gurugram +32 other locations,3.7,150,8
7456,Brigosha Technologies,IT Services & Consulting ,Bengaluru +3 other locations,2.2,150,6
7457,Altigreen Propulsion Labs,Electronics Manufacturing ,Bengaluru +17 other locations,3.5,149,--
7458,Dr. Amin Controllers,Engineering & Construction ,Mumbai +26 other locations,3.8,149,--
7459,SAP-Concur,Software Product ,Bengaluru +5 other locations,4.0,149,--
7460,Jhajharia Nirman Limited,Engineering & Construction ,Bilaspur +33 other locations,4.2,149,--
7461,ResearchAyu,Healthcare ,Navi Mumbai +6 other locations,4.1,149,--
7462,Altruistic Technology Labs,IT Services & Consulting ,Bengaluru +15 other locations,3.5,149,--
7463,e-Centric Solutions,IT Services & Consulting ,Hyderabad +29 other locations,3.3,149,--
7464,Louis Dreyfus Company,Agriculture ,Gurugram +19 other locations,4.0,149,--
7465,Acies,Software Product ,Mumbai +5 other locations,4.0,149,35
7466,Kabra Extrusion Technik,Industrial Machinery ,Pune +12 other locations,3.6,149,--
7467,CARS24 Financial Services,Gurugram +27 other locations,,3.3,149,--
7468,Spinco Biotech,Biotechnology ,Chennai +16 other locations,3.6,149,1
7469,Karam Industries,Engineering & Construction ,Lucknow +20 other locations,3.9,149,--
7470,Kirloskar Ebara Pumps,Industrial Machinery ,Pune +10 other locations,3.6,149,8
7471,Indian Armed Forces,Government ,New Delhi +39 other locations,4.5,149,--
7472,SKS Business Services,Accounting & Auditing ,Jamnagar +21 other locations,3.1,149,--
7473,Apollo Medskills,Healthcare ,Hyderabad +25 other locations,3.8,149,--
7474,UAE Exchange,FinTech ,Kochi +40 other locations,4.4,149,--
7475,Mobase,Auto Components ,Noida +10 other locations,3.6,149,--
7476,Chiripal Industries,Fashion & Textile ,Ahmedabad +7 other locations,3.5,149,5
7477,Sohan Lal Commodity Management,Logistics ,New Delhi +30 other locations,3.9,149,4
7478,Hind Terminals,Logistics ,Mumbai +21 other locations,4.0,149,--
7479,Ravindra Bharathi Schools,Education & Training ,Hyderabad +27 other locations,3.5,149,--
7480,Kabra Extrusion Technik,Industrial Machinery ,Pune +12 other locations,3.6,149,--
7481,SKS Business Services,Accounting & Auditing ,Jamnagar +21 other locations,3.1,149,--
7482,ARK Infosolutions,IT Services & Consulting ,Noida +13 other locations,3.8,149,19
7483,CBTS TECHNOLOGY SOLUTIONS INDIA LLP,IT Services & Consulting ,Chennai +4 other locations,3.8,149,73
7484,PICL,Semiconductors ,Faridabad +12 other locations,3.7,149,--
7485,Shri Ram Finance Corporation,Financial Services ,Raipur +56 other locations,3.0,149,8
7486,Element14,Semiconductors ,Bengaluru +6 other locations,3.8,149,--
7487,Spc Life Sciences,Pharma ,Ankleshwar +5 other locations,3.4,149,2
7488,Locobuzz,Software Product ,Mumbai +7 other locations,2.9,149,7
7489,Kotak Mahindra Asset Management Company,Financial Services ,Mumbai +54 other locations,4.0,149,4
7490,Kirloskar Ebara Pumps,Industrial Machinery ,Pune +10 other locations,3.6,149,8
7491,Indian Armed Forces,Government ,New Delhi +39 other locations,4.5,149,--
7492,NPCC Engineering,Oil & Gas ,Mumbai +12 other locations,3.7,149,1
7493,Ambrane India,Consumer Electronics & Appliances ,New Delhi +10 other locations,4.6,149,7
7494,Infoblox,IT Services & Consulting ,Bengaluru +6 other locations,3.8,149,28
7495,Chennais Amirta Group of Institutions,Education & Training ,Chennai +16 other locations,3.7,149,21
7496,Fasal,Agriculture ,Bengaluru +24 other locations,3.2,149,--
7497,HTIC Global,Management Consulting ,Kochi +6 other locations,3.6,149,62
7498,Talent Corner HR Services,Recruitment ,Mumbai +28 other locations,3.7,149,--
7499,STPL,IT Services & Consulting ,Lucknow +29 other locations,3.6,149,--
7500,Edac Engineering,Engineering & Construction ,Chennai +19 other locations,3.9,149,--
7501,Thoucentric,Management Consulting ,Bengaluru +6 other locations,3.9,149,131
7502,Puma Energy,Power ,Mumbai +8 other locations,3.0,149,3
7503,Poct Services,Medical Equipment ,Lucknow +36 other locations,3.8,149,2
7504,KLT Automotive & Tubular Products,Auto Components ,Mumbai +15 other locations,3.6,149,1
7505,Ecozen Solutions,Internet ,Pune +18 other locations,4.2,149,102
7506,WAE,Waste Management ,Noida +11 other locations,3.4,148,9
7507,MAHLE Engine Components,Automobile ,Chennai +18 other locations,3.9,148,--
7508,Infinite HR Solutions,Bengaluru +15 other locations,,3.2,148,--
7509,Baxter Pharmaceuticals,Pharma ,Ahmedabad +7 other locations,4.3,148,--
7510,Nxtra Data,IT Services & Consulting ,Pune +12 other locations,4.1,148,2
7511,K2k Infrastructure,Engineering & Construction ,Bengaluru +8 other locations,4.0,148,--
7512,Hanu Software Solutions,IT Services & Consulting ,Noida +5 other locations,3.3,148,--
7513,Takenaka,Architecture & Interior Design ,Gurugram +17 other locations,4.1,148,9
7514,Kamdhenu Paints,Building Material ,Gurugram +47 other locations,3.0,148,--
7515,Pacific Global Solutions,Ahmedabad +5 other locations,,3.3,148,7
7516,Voylla,Jewellery ,Jaipur +35 other locations,3.2,148,11
7517,Kantar Operations,Analytics & KPO ,Hyderabad +17 other locations,4.0,148,--
7518,Prestige Estates Projects,Real Estate ,Bengaluru +9 other locations,4.5,148,--
7519,IIT Kharagpur,Education & Training ,Kharagpur +11 other locations,4.2,148,--
7520,Cognus Technology,IT Services & Consulting ,Jaipur +6 other locations,2.1,148,--
7521,MAHLE Engine Components,Automobile ,Chennai +18 other locations,3.9,148,--
7522,Nxtra Data,IT Services & Consulting ,Pune +12 other locations,4.1,148,2
7523,Infinite HR Solutions,Bengaluru +15 other locations,,3.2,148,--
7524,Baxter Pharmaceuticals,Pharma ,Ahmedabad +7 other locations,4.3,148,--
7525,Dozco,Industrial Machinery ,Visakhapatnam +29 other locations,4.0,148,1
7526,Gail Gas,Oil & Gas ,Bengaluru +35 other locations,3.4,148,--
7527,Onicra Credit Rating Agency,FinTech ,Noida +32 other locations,3.2,148,--
7528,Interra Information Technologies,IT Services & Consulting ,Noida +4 other locations,3.1,148,5
7529,Kamdhenu Paints,Building Material ,Gurugram +47 other locations,3.0,148,--
7530,Cogencis Information Services,IT Services & Consulting ,Mumbai +7 other locations,3.2,148,--
7531,Jai Beverages,Beverage ,Jammu +15 other locations,3.5,148,2
7532,Kantar Operations,Analytics & KPO ,Hyderabad +17 other locations,4.0,148,--
7533,Apcotex Industries,Chemicals ,Navi Mumbai +11 other locations,3.7,148,8
7534,Prestige Estates Projects,Real Estate ,Bengaluru +9 other locations,4.5,148,--
7535,Paras Spices,Food Processing ,Moga +12 other locations,3.6,148,3
7536,Unify Facility Management,Facility Management Services ,Mumbai +15 other locations,4.3,148,--
7537,Silver Consumer Electricals,Industrial Machinery ,Rajkot +33 other locations,3.3,148,--
7538,Hindustan Colas,Engineering & Construction ,Mumbai +17 other locations,3.3,148,3
7539,Sidel,Industrial Machinery ,Pune +7 other locations,3.7,148,69
7540,AVIZVA,IT Services & Consulting ,Gurugram +4 other locations,2.3,148,14
7541,Shakti Precision Components,Other ,Bengaluru +7 other locations,3.6,148,--
7542,Sakshi,Printing & Publishing ,Hyderabad +27 other locations,3.6,148,2
7543,Nium,FinTech ,Mumbai +11 other locations,3.5,148,44
7544,Aditya Birla Chemicals,Chemicals ,Bharuch +20 other locations,3.8,148,--
7545,Thar Worx,BPO ,Bengaluru +7 other locations,3.9,148,--
7546,Being human,Fashion & Textile ,Mumbai +42 other locations,4.4,148,--
7547,Barco Electronic Systems,Consumer Electronics & Appliances ,Noida +5 other locations,4.1,148,20
7548,Pixon Energy,Electrical Equipment ,Rajkot +10 other locations,4.1,148,--
7549,Creative Garments,Fashion & Textile ,Mumbai +13 other locations,3.9,148,3
7550,DOGUS SOMA JV,Engineering & Construction ,Mumbai +3 other locations,4.1,146,--
7551,Major Brands,Retail ,Mumbai +16 other locations,3.9,147,--
7552,Ameyo,Software Product ,Gurugram +7 other locations,3.7,147,--
7553,Asclepius Wellness,Fitness & Wellness ,Jaipur +22 other locations,3.8,147,--
7554,Meghmani Group,Bharuch +14 other locations,,3.4,147,--
7555,Takahata Precision,Auto Components ,Neemrana +5 other locations,4.1,147,--
7556,SequelOne,IT Services & Consulting ,Gurugram +22 other locations,3.3,147,6
7557,Rotork Controls,Industrial Machinery ,Chennai +14 other locations,3.3,147,18
7558,Market Research Future Reports,Analytics & KPO ,Pune +2 other locations,3.4,147,--
7559,Montage Enterprises,Packaging ,Gwalior +13 other locations,3.0,147,--
7560,Portescap,Electronics Manufacturing ,Mumbai +5 other locations,3.7,147,--
7561,Klassic Wheels,Auto Components ,Ahilyanagar +10 other locations,2.7,147,--
7562,Mindcrest,Legal ,Pune +3 other locations,2.4,147,--
7563,Techouts,IT Services & Consulting ,Hyderabad +5 other locations,4.0,147,--
7564,Axis Mutual Fund,Financial Services ,Mumbai +42 other locations,3.8,147,--
7565,IMMCO,Kochi +9 other locations,,3.2,147,--
7566,Borosil Renewables,Power ,Bharuch +12 other locations,3.7,147,--
7567,Best Koki Automotive,Auto Components ,Gurugram +11 other locations,3.5,148,--
7568,Tcil,Telecom ,New Delhi +40 other locations,3.8,147,--
7569,Alliance University,Education & Training ,Bengaluru +4 other locations,3.7,147,25
7570,Vipul Motors,Automobile ,Faridabad +8 other locations,3.6,147,--
7571,Peerless Biotech,Medical Equipment ,Chennai +24 other locations,4.4,147,--
7572,Delux Bearings,Auto Components ,Surendranagar +18 other locations,4.2,147,4
7573,Faber Sindoori Management Services,Facility Management Services ,Hyderabad +21 other locations,3.6,147,--
7574,Raj Industries,Packaging ,Ludhiana +36 other locations,3.6,147,2
7575,Hilton Garden Inn,Hospitality ,New Delhi +16 other locations,4.0,147,--
7576,Nelco,Telecom ,Mumbai +22 other locations,3.9,147,1
7577,CommVault,Software Product ,Bengaluru +7 other locations,3.7,147,2
7578,Mehta Cad Cam Systems,Industrial Machinery ,Ahmedabad +19 other locations,3.9,147,12
7579,Solitaire World,Real Estate ,Pune +3 other locations,4.2,147,--
7580,Vee Gee Auto Components,Auto Components ,Ahmedabad +7 other locations,3.9,147,--
7581,Group Surya Peb,Engineering & Construction ,Pune +15 other locations,3.3,147,--
7582,Vedic International School,Education & Training ,Sambalpur +4 other locations,4.5,147,--
7583,Surya Food & Agro Limited,Food Processing ,Noida +32 other locations,3.1,147,14
7584,Junomoneta Finsol,Investment Banking / Venture Capital / Private Equity ,Rajkot +10 other locations,2.8,147,--
7585,Classic Marble Company,Building Material ,Mumbai +18 other locations,3.5,147,17
7586,Digital Aptech,IT Services & Consulting ,Kolkata +2 other locations,4.4,147,17
7587,SEDER GROUP,Engineering & Construction ,Bengaluru +15 other locations,4.1,147,--
7588,ETP International,Power ,Mumbai +4 other locations,3.1,147,15
7589,Privat Hospital,Healthcare ,Chennai +64 other locations,4.1,147,--
7590,Syniverse Technologies,IT Services & Consulting ,Bengaluru +4 other locations,3.7,147,16
7591,STJ Electronics,Semiconductors ,New Delhi +12 other locations,3.3,147,4
7592,Cairn Oil,Barmer +16 other locations,,4.0,147,--
7593,MRL Tyres,Auto Components ,New Delhi +17 other locations,3.5,148,--
7594,Agriculture Insurance Company of India,Insurance ,New Delhi +52 other locations,4.1,147,--
7595,Etraveli Group,Internet ,Mumbai +7 other locations,2.7,147,9
7596,Galderma,Healthcare ,Mumbai +35 other locations,3.5,147,23
7597,Crane Consulting and Outsourcing,Bengaluru +5 other locations,,4.1,147,2
7598,Sun King,Electronics Manufacturing ,Mumbai +32 other locations,3.7,147,1
7599,Sidwal Refrigeration Industries,Electrical Equipment ,Faridabad +19 other locations,4.2,146,3
7600,Sunbeam School,Education & Training ,Varanasi +21 other locations,4.1,146,--
7601,Xcelore,IT Services & Consulting ,Noida +3 other locations,4.8,146,11
7602,Annapurna Group,FMCG ,Guwahati +19 other locations,3.8,146,--
7603,GKN Sinter Metals,Auto Components ,Pune +9 other locations,3.9,146,--
7604,illumifin,Insurance ,Hyderabad +6 other locations,3.3,146,1
7605,SPD Constructions,Bhubaneswar +14 other locations,,3.8,146,3
7606,Futures First info Services,Financial Services ,Gurugram +9 other locations,3.4,146,--
7607,Bombay Hospital,Healthcare ,Mumbai +5 other locations,3.5,146,--
7608,GKB RX Lens,Medical Equipment ,Gurugram +20 other locations,4.0,146,8
7609,Rhysley Private Limited,Fashion & Textile ,Faridabad +6 other locations,3.2,146,21
7610,CEC International,Engineering & Construction ,New Delhi +15 other locations,3.9,146,--
7611,Etihad Airways,Aviation ,Abu Dhabi +13 other locations,4.4,146,--
7612,Western Coalfields,Metals & Mining ,Nagpur +18 other locations,4.4,146,--
7613,Dealmoney Securities,Financial Services ,Mumbai +16 other locations,3.1,146,--
7614,Techved Consulting,IT Services & Consulting ,Mumbai +7 other locations,3.6,146,2
7615,Complere Infosystem,Software Product ,Ambala +5 other locations,4.3,146,--
7616,Healthworld Hospitals,Healthcare ,Durgapur +6 other locations,4.0,146,3
7617,Dairy Classic Ice Creams,Food Processing ,Bengaluru +30 other locations,4.2,146,8
7618,PharmaZell,Pharma ,Visakhapatnam +5 other locations,4.4,146,--
7619,Tim Hortons,New Delhi +21 other locations,,3.1,146,2
7620,First Step Babywear,Fashion & Textile ,Hosur +7 other locations,4.1,146,3
7621,Bausch & Lomb,Medical Equipment ,Gurugram +20 other locations,3.8,146,--
7622,Srei Sahaj e-Village,Retail ,Kolkata +33 other locations,4.5,146,1
7623,Reserve Bank of India,Government ,Mumbai +25 other locations,4.7,146,--
7624,Drytech Processes (I),Food Processing ,Pandhurna +8 other locations,3.7,146,3
7625,Indian Institute of Management,Education & Training ,Ahmedabad +21 other locations,3.7,146,--
7626,Shiksha Financial Services India,NBFC ,Chennai +30 other locations,4.3,146,2
7627,Zimetrics Technologies,IT Services & Consulting ,Pune +6 other locations,3.8,146,11
7628,PubMatic,IT Services & Consulting ,Pune +3 other locations,3.5,146,19
7629,Nirmal Industrial Controls,Industrial Automation ,Mumbai +20 other locations,3.8,146,9
7630,ETV Network,Broadcasting ,Hyderabad +12 other locations,4.1,146,--
7631,Krishak Bharati Cooperative,Agro Chemicals ,Surat +23 other locations,4.4,146,1
7632,LimeRoad,Internet ,Gurugram +8 other locations,2.6,146,--
7633,Jupiter Wagons,Railways ,Kolkata +10 other locations,3.7,146,--
7634,L&T Power Transmission & Distribution,Power ,Chennai +30 other locations,4.3,146,--
7635,Sri Balaji Action Medical Institute,Healthcare ,New Delhi +3 other locations,4.0,146,--
7636,Shubham EPC,Engineering & Construction ,Pune +6 other locations,4.1,146,1
7637,Rivulis Irrigation,Agriculture ,Vadodara +38 other locations,4.3,146,--
7638,Teletext Holidays,Travel & Tourism ,Hyderabad +4 other locations,3.3,146,6
7639,Verka milk dairy,Agriculture ,Chandigarh +17 other locations,4.1,146,--
7640,Rivulis Irrigation,Agriculture ,Vadodara +38 other locations,4.3,146,--
7641,Naiknavare Developers,Real Estate ,Pune +4 other locations,3.8,146,18
7642,CriticalRiver,IT Services & Consulting ,Hyderabad +5 other locations,3.1,146,26
7643,Gujarat State Petronet,Oil & Gas ,Ahmedabad +29 other locations,4.0,146,6
7644,BizGurukul,EdTech ,New Delhi +12 other locations,4.1,146,--
7645,Ewac Alloys,Industrial Machinery ,Ankleshwar +34 other locations,4.1,146,3
7646,Arundhati Jewellers,Jewellery ,Bhubaneswar +10 other locations,3.7,146,--
7647,Light & Wonder,Software Product ,Bengaluru +8 other locations,3.8,146,9
7648,Outbooks Outsourcing,Accounting & Auditing ,New Delhi +10 other locations,3.6,146,1
7649,W3Softech India,IT Services & Consulting ,Hyderabad +2 other locations,4.0,146,5
7650,GTT Communications,Hardware & Networking ,Pune +6 other locations,3.3,145,6
7651,Jodo,FinTech ,Bengaluru +20 other locations,3.7,145,13
7652,Tara Consultancy Services,Chennai +15 other locations,,2.8,146,--
7653,Pramati Technologies,IT Services & Consulting ,Hyderabad +3 other locations,4.4,145,--
7654,Bennett University,Education & Training ,Greater Noida +7 other locations,3.7,145,6
7655,Priyagold Biscuits,Food Processing ,Noida +39 other locations,2.7,145,1
7656,Amazon Pay,Bengaluru +30 other locations,,3.7,145,--
7657,Bimbo Bakeries India,FMCG ,New Delhi +19 other locations,3.7,145,--
7658,Accel Limited,IT Services & Consulting ,Chennai +31 other locations,3.5,145,--
7659,Omninos Solutions,Software Product ,Sahibzada Ajit Singh Nagar +9 other locations,4.2,145,2
7660,GMP Technical Solutions,Industrial Machinery ,Mumbai +21 other locations,4.0,145,--
7661,Sage Metals,Metals & Mining ,New Delhi +8 other locations,3.8,145,--
7662,Reliance Foundation India,Education & Training ,Mumbai +39 other locations,3.9,145,--
7663,Fedora Solutions,IT Services & Consulting ,Ahmedabad +2 other locations,3.3,145,--
7664,Rapidtech IT Services,IT Services & Consulting ,Chennai +31 other locations,3.7,145,2
7665,Mtg Learning Media,Printing & Publishing ,Gurugram +13 other locations,3.8,145,5
7666,Patil Automation,Industrial Automation ,Pune +10 other locations,3.3,145,1
7667,Tops Security,Law Enforcement & Security ,Mumbai +26 other locations,4.3,145,11
7668,Europ Assistance India,Insurance ,Mumbai +10 other locations,3.5,145,4
7669,JQR SPORTS,New Delhi +13 other locations,,4.1,145,--
7670,Primus Super Speciality Hospital,Healthcare ,New Delhi +7 other locations,3.8,145,1
7671,"Apollo Gleneagles Hospitals, Kolkata",Healthcare ,Kolkata +1 other locations,4.1,145,--
7672,Machino Polymers,Petrochemicals ,Gurugram +12 other locations,3.4,145,--
7673,Suwasthi,Beauty & Personal Care ,Noida +5 other locations,2.4,145,1
7674,Bdh Industries,Pharma ,Mumbai +6 other locations,4.7,145,17
7675,Dangote Cement,Building Material ,Hyderabad +7 other locations,4.1,145,--
7676,Synamedia,Software Product ,Bengaluru +7 other locations,3.3,145,--
7677,Continuum Managed Services,IT Services & Consulting ,Mumbai +8 other locations,4.1,145,--
7678,Sourcefuse Technologies,IT Services & Consulting ,Noida +8 other locations,2.9,145,6
7679,Shree Hari Infraprojects,Engineering & Construction ,Jaipur +20 other locations,3.3,145,--
7680,Ravi Infrabuild Projects,Engineering & Construction ,Udaipur +26 other locations,3.8,145,3
7681,Victoria's Secret,IT Services & Consulting ,Bengaluru +9 other locations,4.0,145,--
7682,Alniche Life Sciences,Pharma ,New Delhi +26 other locations,3.6,145,--
7683,SHRI LAKSHMI STEEL SUPPLIERS,Iron & Steel ,Bengaluru +22 other locations,4.0,145,19
7684,Newtronic Lifecare Equipment,Pharma ,Mumbai +16 other locations,4.0,145,10
7685,Multani Pharmaceuticals,Pharma ,New Delhi +19 other locations,4.0,145,--
7686,Meena Bazaar,Fashion & Textile ,New Delhi +22 other locations,3.4,145,10
7687,Mistral Solutions,IT Services & Consulting ,Bengaluru +6 other locations,3.5,145,31
7688,Zeco Aircon,Industrial Machinery ,New Delhi +10 other locations,4.2,145,3
7689,Geo Designs And Research,Engineering & Construction ,Vadodara +35 other locations,3.6,145,28
7690,Ojas Innovative Technologies,IT Services & Consulting ,Hyderabad +3 other locations,3.6,145,9
7691,Ford Motor Credit Company,Financial Services ,Chennai +15 other locations,4.0,145,--
7692,Karnataka Co-operative Milk Producers Federation,Food Processing ,Bengaluru +30 other locations,4.1,145,--
7693,TripFactory,Internet ,Bengaluru +14 other locations,2.1,145,--
7694,John Energy,Oil & Gas ,Ahmedabad +15 other locations,3.9,145,--
7695,Goodrich Logistics Pvt. Ltd.,Ports & Shipping ,Mumbai +19 other locations,3.4,145,2
7696,Rakshit Drugs,Pharma ,Visakhapatnam +5 other locations,3.8,145,6
7697,Capital Finserve,NBFC ,Salem +8 other locations,4.7,145,--
7698,RKC Infrabiult Private Limited,Engineering & Construction ,Ahmedabad +16 other locations,3.7,145,--
7699,Delta Technology,IT Services & Consulting ,Hyderabad +10 other locations,3.5,145,1
7700,TripFactory,Internet ,Bengaluru +14 other locations,2.1,145,--
7701,Enfusion,FinTech ,Mumbai +6 other locations,3.2,145,--
7702,Adhunik Metaliks,Metals & Mining ,Rourkela +15 other locations,3.4,144,--
